Order_ID,Order Date,Ship Date,Ship Mode,customer name,Segment,Country,Currency,City,State,Region,Category,Sub_Category,Product Name,Item Price,Quantity,Cost,Sales,Expense,% Discount,discount,Packaging Cost,Service and other cost,Total Cost,Profit,,,
DO-4700,11/23/2022,11/27/2022,Standard,4703-victoria brennan,3,United States,USD,San Antonio,Texas,East,stationary & office items,Paper,xerox 1915,201,65,112,13065,7280,0.05,653,1,5,"5,125.75","7,939.25",,,
DO-4701,11/23/2022,11/27/2022,Second Class,380-annie thurman,1,United States,USD,Morristown,New Jersey,East,stationary & office items,Appliances,"sanyo counter height refrigerator with crisper, 3.6 cubic foot, stainless steel/black",211,70,101,14770,7070,0.04,591,5,3,"7,101.20","7,668.80",,,
DO-4702,11/23/2022,11/27/2022,Second Class,380-annie thurman,1,United States,USD,Morristown,New Jersey,East,stationary & office items,Art,newell 315,221,77,167,17017,12859,0.03,511,4,5,"3,638.49","13,378.51",,,
DO-4703,11/23/2022,11/25/2022,Second Class,3760-pierre wener,1,United States,USD,Wilmington,Delaware,East,stationary & office items,Paper,"1/4 fold party design invitations & white envelopes, 24 8-1/2"" x 11"" cards, 25 env./pack",203,64,160,12992,10240,0.03,390,1,3,"2,358.24","10,633.76",,,
DO-4704,11/23/2022,11/25/2022,Second Class,3760-pierre wener,1,United States,USD,Wilmington,Delaware,East,stationary & office items,Art,"sanford colorific eraseable coloring pencils, 12 count",203,66,172,13398,11352,0.05,670,2,3,"1,371.10","12,026.90",,,
DO-4705,11/23/2022,11/25/2022,Second Class,3760-pierre wener,1,United States,USD,Wilmington,Delaware,East,electronics,Phones,nortel meridian m3904 professional digital phone,223,62,100,13826,6200,0.05,691,1,1,"6,932.70","6,893.30",,,
DO-4706,11/23/2022,11/25/2022,Second Class,3760-pierre wener,1,United States,USD,Wilmington,Delaware,East,stationary & office items,Envelopes,staple envelope,219,70,130,15330,9100,0.04,613,5,1,"5,610.80","9,719.20",,,
DO-4707,11/23/2022,11/25/2022,Second Class,3760-pierre wener,1,United States,USD,Wilmington,Delaware,East,stationary & office items,Paper,xerox 226,211,54,124,11394,6696,0.03,342,5,5,"4,346.18","7,047.82",,,
DO-4708,11/24/2022,11/30/2022,Standard,2776-kunst miller,1,United States,USD,Los Angeles,California,East,stationary & office items,Binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",246,95,175,23370,16625,0.04,935,5,5,"5,800.20","17,569.80",,,
DO-4709,11/24/2022,11/30/2022,Standard,2776-kunst miller,1,United States,USD,Los Angeles,California,East,electronics,Accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 3/pack",237,84,143,19908,12012,0.04,796,1,5,"7,093.68","12,814.32",,,
DO-4710,11/24/2022,11/30/2022,Standard,2776-kunst miller,1,United States,USD,Los Angeles,California,East,home & lifestyle,Furnishings,luxo economy swing arm lamp,235,50,102,11750,5100,0.04,470,5,3,"6,172.00","5,578.00",,,
DO-4711,11/24/2022,11/30/2022,Standard,2776-kunst miller,1,United States,USD,Los Angeles,California,East,stationary & office items,Paper,xerox 1943,201,88,192,17688,16896,0.05,884,5,5,-102.4,"17,790.40",,,
DO-4712,11/24/2022,11/28/2022,Standard,1232-darren powers,1,United States,USD,Los Angeles,California,East,stationary & office items,Art,prang colored pencils,224,96,124,21504,11904,0.04,860,4,3,"8,732.84","12,771.16",,,
DO-4713,11/24/2022,11/28/2022,Standard,1232-darren powers,1,United States,USD,Los Angeles,California,East,stationary & office items,Paper,xerox 1919,240,69,183,16560,12627,0.05,828,4,2,"3,099.00","13,461.00",,,
DO-4714,11/24/2022,11/29/2022,Standard,4544-toby swindell,1,United States,USD,Los Angeles,California,East,stationary & office items,Storage,fellowes bankers box staxonsteel drawer file/stacking system,234,84,181,19656,15204,0.04,786,3,5,"3,657.76","15,998.24",,,
DO-4715,11/24/2022,11/29/2022,Standard,4544-toby swindell,1,United States,USD,Los Angeles,California,East,stationary & office items,Binders,avery premier heavy-duty binder with round locking rings,248,51,114,12648,5814,0.04,506,3,2,"6,323.08","6,324.92",,,
DO-4716,11/24/2022,11/29/2022,Standard,4544-toby swindell,1,United States,USD,Los Angeles,California,East,stationary & office items,Binders,avery reinforcements for hole-punch pages,218,92,154,20056,14168,0.05,1003,2,2,"4,881.20","15,174.80",,,
DO-4717,11/24/2022,11/29/2022,Standard,4544-toby swindell,1,United States,USD,Los Angeles,California,East,stationary & office items,Paper,xerox 225,212,82,102,17384,8364,0.03,522,5,4,"8,489.48","8,894.52",,,
DO-4718,11/25/2022,11/29/2022,Standard,4118-sandra flanagan,1,United States,USD,Wilmington,North Carolina,East,stationary & office items,Art,newell 349,224,74,139,16576,10286,0.04,663,2,2,"5,622.96","10,953.04",,,
DO-4719,11/26/2022,11/30/2022,Standard,1939-guy phonely,3,United States,USD,Leominster,Massachusetts,East,stationary & office items,Binders,"pressboard covers with storage hooks, 9 1/2"" x 11"", light blue",209,51,116,10659,5916,0.03,320,4,5,"4,414.23","6,244.77",,,
DO-4720,11/26/2022,11/30/2022,Standard,1939-guy phonely,3,United States,USD,Leominster,Massachusetts,East,stationary & office items,Storage,"tennsco lockers, sand",237,99,162,23463,16038,0.03,704,4,3,"6,714.11","16,748.89",,,
DO-4721,11/26/2022,11/30/2022,Standard,1939-guy phonely,3,United States,USD,Leominster,Massachusetts,East,stationary & office items,Binders,aluminum screw posts,219,96,199,21024,19104,0.03,631,2,2,"1,285.28","19,738.72",,,
DO-4722,11/26/2022,11/30/2022,Standard,1939-guy phonely,3,United States,USD,Leominster,Massachusetts,East,stationary & office items,Paper,loose memo sheets,236,76,118,17936,8968,0.05,897,2,3,"8,066.20","9,869.80",,,
DO-4723,11/26/2022,11/30/2022,Standard,4287-stefanie holloman,3,United States,USD,Jackson,Tennessee,East,home & lifestyle,Furnishings,howard miller 12-3/4 diameter accuwave ds  wall clock,200,53,197,10600,10441,0.05,530,1,1,-373,"10,973.00",,,
DO-4724,11/26/2022,12/1/2022,Standard,1659-erin ashbrook,3,United States,USD,Springfield,Missouri,East,electronics,Copiers,canon pc1080f personal copier,248,62,125,15376,7750,0.04,615,1,4,"7,005.96","8,370.04",,,
DO-4725,11/27/2022,12/2/2022,Standard,1415-denny ordway,1,United States,USD,Pembroke Pines,Florida,East,home & lifestyle,Tables,"hon practical foundations 30 x 60 training table, light gray/charcoal",244,64,160,15616,10240,0.03,468,5,3,"4,899.52","10,716.48",,,
DO-4726,11/27/2022,12/2/2022,Standard,1415-denny ordway,1,United States,USD,Pembroke Pines,Florida,East,electronics,Accessories,logitech media keyboard k200,235,96,156,22560,14976,0.04,902,5,4,"6,672.60","15,887.40",,,
DO-4727,11/27/2022,12/3/2022,Standard,807-carlos daly,1,United States,USD,Lake Elsinore,California,East,home & lifestyle,Chairs,"situations contoured folding chairs, 4/set",246,58,156,14268,9048,0.03,428,3,5,"4,783.96","9,484.04",,,
DO-4728,11/27/2022,12/1/2022,Standard,4486-thomas brumley,2,United States,USD,Fayetteville,Arkansas,East,stationary & office items,Binders,zipper ring binder pockets,246,79,119,19434,9401,0.05,972,3,1,"9,057.30","10,376.70",,,
DO-4729,11/27/2022,11/29/2022,First Class,2507-justin deggeller,3,United States,USD,Newark,Delaware,East,electronics,Accessories,"perixx periboard-512b, ergonomic split keyboard",213,96,135,20448,12960,0.03,613,5,4,"6,865.56","13,582.44",,,
DO-4730,11/27/2022,11/29/2022,First Class,2507-justin deggeller,3,United States,USD,Newark,Delaware,East,electronics,Phones,apple earpods with remote and mic,220,87,154,19140,13398,0.03,574,2,4,"5,161.80","13,978.20",,,
DO-4731,11/27/2022,12/1/2022,Standard,2232-jeremy ellison,1,United States,USD,New York City,New York,East,stationary & office items,Art,peel-off china markers,201,65,174,13065,11310,0.03,392,1,5,"1,357.05","11,707.95",,,
DO-4732,11/27/2022,12/1/2022,Standard,4329-steve nguyen,2,United States,USD,Los Angeles,California,East,stationary & office items,Paper,"snap-a-way black print carbonless ruled speed letter, triplicate",237,57,200,13509,11400,0.04,540,2,4,"1,562.64","11,946.36",,,
DO-4733,11/27/2022,12/1/2022,Standard,4329-steve nguyen,2,United States,USD,Los Angeles,California,East,electronics,Accessories,sony 64gb class 10 micro sdhc r40 memory card,241,84,103,20244,8652,0.03,607,4,2,"10,978.68","9,265.32",,,
DO-4734,11/27/2022,12/3/2022,Standard,1690-eugene hildebrand,2,United States,USD,Philadelphia,Pennsylvania,East,electronics,Phones,lg exalt,243,64,103,15552,6592,0.03,467,3,1,"8,489.44","7,062.56",,,
DO-4735,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,home & lifestyle,Bookcases,"rush hierlooms collection 1"" thick stackable bookcases",225,85,157,19125,13345,0.05,956,3,2,"4,818.75","14,306.25",,,
DO-4736,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,electronics,Accessories,logitech g35 7.1-channel surround sound headset,246,83,128,20418,10624,0.03,613,4,3,"9,174.46","11,243.54",,,
DO-4737,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,home & lifestyle,Furnishings,"tensor ""hersey kiss"" styled floor lamp",209,70,154,14630,10780,0.03,439,4,5,"3,402.10","11,227.90",,,
DO-4738,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,home & lifestyle,Tables,hon non-folding utility tables,207,88,103,18216,9064,0.05,911,2,1,"8,238.20","9,977.80",,,
DO-4739,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,stationary & office items,Paper,xerox 1884,207,78,142,16146,11076,0.04,646,5,3,"4,416.16","11,729.84",,,
DO-4740,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,stationary & office items,Paper,xerox 1977,219,55,165,12045,9075,0.05,602,1,3,"2,363.75","9,681.25",,,
DO-4741,11/27/2022,11/29/2022,Second Class,3101-matt abelman,2,United States,USD,Everett,Massachusetts,East,stationary & office items,Paper,xerox 197,237,87,135,20619,11745,0.03,619,5,4,"8,246.43","12,372.57",,,
DO-4742,11/28/2022,12/4/2022,Standard,1179-dan reichenbach,3,United States,USD,Chicago,Illinois,East,stationary & office items,Storage,"tenex personal project file with scoop front design, black",238,68,180,16184,12240,0.04,647,5,1,"3,290.64","12,893.36",,,
DO-4743,11/28/2022,12/4/2022,Standard,1179-dan reichenbach,3,United States,USD,Chicago,Illinois,East,electronics,Phones,logitech mobile speakerphone p710e -?speaker phone,200,60,178,12000,10680,0.04,480,4,4,832,"11,168.00",,,
DO-4744,11/28/2022,12/4/2022,Standard,1179-dan reichenbach,3,United States,USD,Chicago,Illinois,East,stationary & office items,Storage,"belkin 19"" vented equipment shelf, black",212,64,196,13568,12544,0.04,543,1,2,478.28,"13,089.72",,,
DO-4745,11/28/2022,12/4/2022,Standard,1179-dan reichenbach,3,United States,USD,Chicago,Illinois,East,home & lifestyle,Furnishings,eldon 100 class desk accessories,244,62,163,15128,10106,0.04,605,1,3,"4,412.88","10,715.12",,,
DO-4746,11/28/2022,12/3/2022,Standard,2833-lena creighton,1,United States,USD,Champaign,Illinois,East,home & lifestyle,Furnishings,"eldon ""l"" workstation diamond chairmat",214,75,162,16050,12150,0.04,642,4,5,"3,249.00","12,801.00",,,
DO-4747,11/28/2022,12/4/2022,Standard,4575-tom prescott,1,United States,USD,Freeport,New York,East,home & lifestyle,Furnishings,"tenex contemporary contur chairmats for low and medium pile carpet, computer, 39"" x 49""",202,77,113,15554,8701,0.04,622,1,5,"6,224.84","9,329.16",,,
DO-4748,11/28/2022,12/3/2022,Standard,3056-mark cousins,3,United States,USD,New York City,New York,East,home & lifestyle,Furnishings,"executive impressions 14"" two-color numerals wall clock",208,69,121,14352,8349,0.03,431,3,4,"5,565.44","8,786.56",,,
DO-4749,11/28/2022,12/3/2022,Standard,3056-mark cousins,3,United States,USD,New York City,New York,East,stationary & office items,Envelopes,staple envelope,204,68,157,13872,10676,0.03,416,5,4,"2,770.84","11,101.16",,,
DO-4750,11/28/2022,12/2/2022,Standard,1706-evan bailliet,1,United States,USD,Austin,Texas,East,stationary & office items,Paper,xerox 1941,233,75,104,17475,7800,0.03,524,3,1,"9,146.75","8,328.25",,,
DO-4751,11/28/2022,12/3/2022,Standard,3280-michelle arnett,2,United States,USD,Las Cruces,New Mexico,East,stationary & office items,Art,bic brite liner highlighters,217,84,130,18228,10920,0.04,729,1,2,"6,575.88","11,652.12",,,
DO-4752,11/28/2022,11/30/2022,First Class,469-ashley jarboe,1,United States,USD,San Francisco,California,East,stationary & office items,Appliances,"holmes visible mist ultrasonic humidifier with 2.3-gallon output per day, replacement filter",249,54,132,13446,7128,0.05,672,2,4,"5,639.70","7,806.30",,,
DO-4753,11/28/2022,12/2/2022,Standard,1680-eugene barchas,1,United States,USD,Columbus,Ohio,East,home & lifestyle,Furnishings,"seth thomas 13 1/2"" wall clock",247,79,178,19513,14062,0.04,781,3,2,"4,665.48","14,847.52",,,
DO-4754,11/28/2022,12/2/2022,Standard,1680-eugene barchas,1,United States,USD,Columbus,Ohio,East,stationary & office items,Fasteners,staples,239,84,105,20076,8820,0.04,803,5,4,"10,443.96","9,632.04",,,
DO-4755,11/29/2022,12/3/2022,Standard,4437-sylvia foulston,3,United States,USD,Dearborn,Michigan,East,stationary & office items,Appliances,honeywell enviracaire portable hepa air cleaner for up to 10 x 16 room,224,93,115,20832,10695,0.04,833,1,4,"9,298.72","11,533.28",,,
DO-4756,11/29/2022,12/3/2022,Standard,4437-sylvia foulston,3,United States,USD,Dearborn,Michigan,East,stationary & office items,Art,"boston model 1800 electric pencil sharpeners, putty/woodgrain",228,95,125,21660,11875,0.05,1083,4,4,"8,694.00","12,966.00",,,
DO-4757,11/29/2022,12/3/2022,Standard,4437-sylvia foulston,3,United States,USD,Dearborn,Michigan,East,home & lifestyle,Chairs,"global manager's adjustable task chair, storm",217,71,160,15407,11360,0.03,462,3,2,"3,579.79","11,827.21",,,
DO-4758,11/29/2022,12/3/2022,Standard,4437-sylvia foulston,3,United States,USD,Dearborn,Michigan,East,stationary & office items,Storage,"mini 13-1/2 capacity data binder rack, pearl",226,72,141,16272,10152,0.03,488,1,1,"5,629.84","10,642.16",,,
DO-4759,11/29/2022,12/4/2022,Standard,638-bill tyler,3,United States,USD,Detroit,Michigan,East,home & lifestyle,Chairs,"global high-back leather tilter, burgundy",205,80,157,16400,12560,0.04,656,3,5,"3,176.00","13,224.00",,,
DO-4760,11/29/2022,12/4/2022,Standard,638-bill tyler,3,United States,USD,Detroit,Michigan,East,stationary & office items,Paper,easy-staple paper,200,95,185,19000,17575,0.05,950,4,2,469,"18,531.00",,,
DO-4761,11/29/2022,11/30/2022,First Class,417-anthony witt,1,United States,USD,Allen,Texas,East,electronics,Accessories,kingston digital datatraveler 16gb usb 2.0,217,99,136,21483,13464,0.04,859,1,5,"7,153.68","14,329.32",,,
DO-4762,11/29/2022,11/30/2022,First Class,417-anthony witt,1,United States,USD,Allen,Texas,East,stationary & office items,Binders,gbc imprintable covers,208,100,126,20800,12600,0.05,1040,1,5,"7,154.00","13,646.00",,,
DO-4763,11/29/2022,11/30/2022,Express Mail,3747-phillina ober,2,United States,USD,San Francisco,California,East,stationary & office items,Binders,"acco presstex data binder with storage hooks, dark blue, 14 7/8"" x 11""",249,84,110,20916,9240,0.04,837,3,1,"10,835.36","10,080.64",,,
DO-4764,11/29/2022,11/30/2022,First Class,1553-eileen kiefer,2,United States,USD,Santa Ana,California,East,stationary & office items,Art,"boston electric pencil sharpener, model 1818, charcoal black",208,79,160,16432,12640,0.03,493,2,4,"3,293.04","13,138.96",,,
DO-4765,11/30/2022,12/4/2022,Standard,4746-william brown,1,United States,USD,Philadelphia,Pennsylvania,East,stationary & office items,Binders,fellowes pb200 plastic comb binding machine,217,75,182,16275,13650,0.04,651,3,4,"1,967.00","14,308.00",,,
DO-4766,11/30/2022,12/4/2022,Standard,4746-william brown,1,United States,USD,Philadelphia,Pennsylvania,East,electronics,Phones,motorla hx550 universal bluetooth headset,231,75,170,17325,12750,0.04,693,3,4,"3,875.00","13,450.00",,,
DO-4767,11/30/2022,12/4/2022,Standard,4746-william brown,1,United States,USD,Philadelphia,Pennsylvania,East,stationary & office items,Fasteners,revere boxed rubber bands by revere,248,100,113,24800,11300,0.03,744,2,3,"12,751.00","12,049.00",,,
DO-4768,11/30/2022,12/3/2022,Second Class,1346-deborah brumfield,2,United States,USD,Austin,Texas,East,stationary & office items,Binders,gbc instant report kit,228,91,189,20748,17199,0.03,622,5,2,"2,919.56","17,828.44",,,
DO-4769,11/30/2022,12/2/2022,Second Class,3657-paul stevenson,2,United States,USD,Henderson,Kentucky,East,stationary & office items,Envelopes,"tyvek  top-opening peel & seel  envelopes, gray",205,64,174,13120,11136,0.04,525,3,5,"1,451.20","11,668.80",,,
DO-4770,11/30/2022,12/2/2022,Second Class,3657-paul stevenson,2,United States,USD,Henderson,Kentucky,East,stationary & office items,Envelopes,"#10- 4 1/8"" x 9 1/2"" recycled envelopes",202,62,190,12524,11780,0.04,501,3,1,239.04,"12,284.96",,,
DO-4771,11/30/2022,12/5/2022,Standard,3805-raymond messe,1,United States,USD,Raleigh,North Carolina,East,electronics,Phones,avaya 4621sw voip phone,221,59,192,13039,11328,0.04,522,4,2,"1,183.44","11,855.56",,,
DO-4772,11/30/2022,12/4/2022,Standard,2150-janet lee,1,United States,USD,New York City,New York,East,stationary & office items,Paper,avoid verbal orders carbonless minifold book,225,55,198,12375,10890,0.03,371,5,5,"1,103.75","11,271.25",,,
DO-4773,11/30/2022,12/4/2022,Standard,2150-janet lee,1,United States,USD,New York City,New York,East,home & lifestyle,Bookcases,"hon metal bookcases, black",217,61,162,13237,9882,0.03,397,1,1,"2,955.89","10,281.11",,,
DO-4774,11/30/2022,12/2/2022,Second Class,2395-john murray,1,United States,USD,Las Vegas,Nevada,East,home & lifestyle,Furnishings,"dax contemporary wood frame with silver metal mat, desktop, 11 x 14 size",213,53,126,11289,6678,0.03,339,4,3,"4,265.33","7,023.67",,,
DO-4775,11/30/2022,12/2/2022,Second Class,2395-john murray,1,United States,USD,Las Vegas,Nevada,East,stationary & office items,Paper,xerox 1997,217,57,100,12369,5700,0.03,371,2,4,"6,291.93","6,077.07",,,
DO-4776,11/30/2022,12/3/2022,First Class,317-ann blume,3,United States,USD,Jacksonville,North Carolina,East,home & lifestyle,Furnishings,dana swing-arm lamps,229,53,134,12137,7102,0.04,485,2,4,"4,543.52","7,593.48",,,
DO-4777,11/30/2022,12/3/2022,First Class,2853-lena radford,1,United States,USD,Durham,North Carolina,East,home & lifestyle,Furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,207,52,120,10764,6240,0.03,323,3,2,"4,196.08","6,567.92",,,
DO-4778,11/30/2022,12/3/2022,First Class,2853-lena radford,1,United States,USD,Durham,North Carolina,East,stationary & office items,Appliances,belkin 8 outlet surge protector,226,86,128,19436,11008,0.04,777,1,5,"7,644.56","11,791.44",,,
DO-4779,11/30/2022,12/3/2022,First Class,2853-lena radford,1,United States,USD,Durham,North Carolina,East,stationary & office items,Binders,avery durable binders,241,81,168,19521,13608,0.05,976,3,2,"4,931.95","14,589.05",,,
DO-4780,12/1/2022,12/8/2022,Standard,2937-logan currie,1,United States,USD,Seattle,Washington,East,stationary & office items,Binders,wilson jones heavy-duty casebound ring binders with metal hinges,215,50,166,10750,8300,0.03,323,1,3,"2,123.50","8,626.50",,,
DO-4781,12/1/2022,12/2/2022,Express Mail,3457-neoma murray,1,United States,USD,Houston,Texas,East,home & lifestyle,Furnishings,"eldon image series desk accessories, burgundy",247,82,129,20254,10578,0.03,608,1,5,"9,062.38","11,191.62",,,
DO-4782,12/1/2022,12/6/2022,Standard,605-beth thompson,2,United States,USD,Seattle,Washington,East,stationary & office items,Art,prang drawing pencil set,216,63,104,13608,6552,0.05,680,3,5,"6,367.60","7,240.40",,,
DO-4783,12/1/2022,12/7/2022,Standard,2652-keith dawkins,3,United States,USD,Chesapeake,Virginia,East,stationary & office items,Binders,"gbc pre-punched binding paper, plastic, white, 8-1/2"" x 11""",210,78,154,16380,12012,0.05,819,4,2,"3,543.00","12,837.00",,,
DO-4784,12/1/2022,12/7/2022,Standard,2652-keith dawkins,3,United States,USD,Chesapeake,Virginia,East,stationary & office items,Storage,"decoflex hanging personal folder file, blue",204,82,171,16728,14022,0.05,836,3,2,"1,864.60","14,863.40",,,
DO-4785,12/1/2022,12/5/2022,Second Class,1954-hanna willingham,2,United States,USD,Seattle,Washington,East,home & lifestyle,Tables,bush advantage collection round conference table,232,55,149,12760,8195,0.03,383,4,4,"4,174.20","8,585.80",,,
DO-4786,12/1/2022,12/5/2022,Second Class,1954-hanna willingham,2,United States,USD,Seattle,Washington,East,home & lifestyle,Chairs,global troy executive leather low-back tilter,239,75,157,17925,11775,0.03,538,4,3,"5,605.25","12,319.75",,,
DO-4787,12/1/2022,12/5/2022,Second Class,1954-hanna willingham,2,United States,USD,Seattle,Washington,East,stationary & office items,Paper,"xerox color copier paper, 11"" x 17"", ream",201,84,136,16884,11424,0.03,507,2,5,"4,946.48","11,937.52",,,
DO-4788,12/1/2022,12/5/2022,Second Class,1954-hanna willingham,2,United States,USD,Seattle,Washington,East,stationary & office items,Storage,tennsco industrial shelving,224,51,100,11424,5100,0.03,343,3,1,"5,977.28","5,446.72",,,
DO-4789,12/1/2022,12/5/2022,Second Class,1954-hanna willingham,2,United States,USD,Seattle,Washington,East,stationary & office items,Paper,xerox 219,213,50,193,10650,9650,0.03,320,3,2,675.5,"9,974.50",,,
DO-4790,12/1/2022,12/6/2022,Standard,2874-lindsay castell,2,United States,USD,San Diego,California,East,home & lifestyle,Chairs,gueststacker chair with chrome finish legs,217,100,191,21700,19100,0.04,868,3,3,"1,726.00","19,974.00",,,
DO-4791,12/1/2022,12/5/2022,Standard,3103-matt abelman,2,United States,USD,Jackson,Michigan,East,stationary & office items,Paper,"wirebound message books, four 2 3/4"" x 5"" forms per page, 600 sets per book",214,52,159,11128,8268,0.05,556,2,4,"2,297.60","8,830.40",,,
DO-4792,12/1/2022,12/5/2022,Standard,3103-matt abelman,2,United States,USD,Jackson,Michigan,East,stationary & office items,Art,newell 307,228,54,127,12312,6858,0.05,616,1,3,"4,834.40","7,477.60",,,
DO-4793,12/1/2022,12/5/2022,Standard,3103-matt abelman,2,United States,USD,Jackson,Michigan,East,stationary & office items,Paper,xerox 207,234,86,190,20124,16340,0.05,1006,1,5,"2,771.80","17,352.20",,,
DO-4794,12/3/2022,12/7/2022,Standard,1328-dean katz,3,United States,USD,Philadelphia,Pennsylvania,East,electronics,Machines,lexmark marknet n8150 wireless print server,217,87,105,18879,9135,0.04,755,1,1,"8,986.84","9,892.16",,,
DO-4795,12/3/2022,12/7/2022,Standard,1328-dean katz,3,United States,USD,Philadelphia,Pennsylvania,East,home & lifestyle,Furnishings,3m hangers with command adhesive,241,99,116,23859,11484,0.05,1193,5,4,"11,173.05","12,685.95",,,
DO-4796,12/3/2022,12/8/2022,Standard,3073-mark packer,2,United States,USD,New York City,New York,East,stationary & office items,Binders,cardinal poly pocket divider pockets for ring binders,240,78,189,18720,14742,0.04,749,1,5,"3,223.20","15,496.80",,,
DO-4797,12/3/2022,12/8/2022,Standard,208-alejandro ballentine,2,United States,USD,Philadelphia,Pennsylvania,East,stationary & office items,Paper,"message book, wirebound, four 5 1/2"" x 4"" forms/pg., 200 dupl. sets/book",240,72,111,17280,7992,0.03,518,5,1,"8,763.60","8,516.40",,,
DO-4798,12/3/2022,12/8/2022,Standard,208-alejandro ballentine,2,United States,USD,Philadelphia,Pennsylvania,East,electronics,Accessories,"verbatim 25 gb 6x blu-ray single layer recordable disc, 25/pack",225,81,128,18225,10368,0.05,911,4,2,"6,939.75","11,285.25",,,
DO-4799,12/3/2022,12/7/2022,Standard,634-bill stewart,3,United States,USD,New York City,New York,East,stationary & office items,Binders,gbc therma-a-bind 250t electric binding system,216,54,104,11664,5616,0.04,467,3,5,"5,573.44","6,090.56",,,
DO-4800,12/3/2022,12/7/2022,Standard,3759-pierre wener,1,United States,USD,San Francisco,California,East,home & lifestyle,Bookcases,"sauder forest hills library, woodland oak finish",247,97,111,23959,10767,0.03,719,5,1,"12,467.23","11,491.77",,,
DO-4801,12/3/2022,12/7/2022,Standard,2088-jack garza,1,United States,USD,Jacksonville,North Carolina,East,electronics,Phones,panasonic kx-tg6844b expandable digital cordless telephone,207,66,172,13662,11352,0.03,410,1,4,"1,895.14","11,766.86",,,
DO-4802,12/3/2022,12/7/2022,Standard,2088-jack garza,1,United States,USD,Jacksonville,North Carolina,East,stationary & office items,Binders,gbc docubind p50 personal binding machine,233,50,172,11650,8600,0.04,466,1,5,"2,578.00","9,072.00",,,
DO-4803,12/3/2022,12/7/2022,Standard,2088-jack garza,1,United States,USD,Jacksonville,North Carolina,East,home & lifestyle,Furnishings,"seth thomas 16"" steel case clock",204,96,191,19584,18336,0.05,979,1,3,264.8,"19,319.20",,,
DO-4804,12/3/2022,12/7/2022,Standard,2088-jack garza,1,United States,USD,Jacksonville,North Carolina,East,stationary & office items,Art,newell 312,230,99,153,22770,15147,0.04,911,4,3,"6,705.20","16,064.80",,,
DO-4805,12/3/2022,12/5/2022,Second Class,1961-harold pawlan,2,United States,USD,Concord,New Hampshire,West,stationary & office items,Paper,xerox 1935,211,66,106,13926,6996,0.03,418,2,4,"6,506.22","7,419.78",,,
DO-4806,12/4/2022,12/8/2022,Standard,3877-ritsa hightower,1,United States,USD,Tallahassee,Florida,West,stationary & office items,Binders,spinevue locking slant-d ring binders by cardinal,239,55,131,13145,7205,0.03,394,2,2,"5,541.65","7,603.35",,,
DO-4807,12/4/2022,12/10/2022,Standard,4205-sean o'donnell,1,United States,USD,Hempstead,New York,West,home & lifestyle,Chairs,"global leather highback executive chair with pneumatic height adjustment, black",218,64,176,13952,11264,0.04,558,1,2,"2,126.92","11,825.08",,,
DO-4808,12/4/2022,12/10/2022,Standard,4205-sean o'donnell,1,United States,USD,Hempstead,New York,West,home & lifestyle,Furnishings,"dax two-tone rosewood/black document frame, desktop, 5 x 7",238,72,161,17136,11592,0.03,514,1,5,"5,023.92","12,112.08",,,
DO-4809,12/4/2022,12/10/2022,Standard,4205-sean o'donnell,1,United States,USD,Hempstead,New York,West,home & lifestyle,Chairs,office star - ergonomically designed knee chair,213,62,130,13206,8060,0.04,528,2,5,"4,610.76","8,595.24",,,
DO-4810,12/4/2022,12/10/2022,Standard,4205-sean o'donnell,1,United States,USD,Hempstead,New York,West,electronics,Phones,square credit card reader,211,82,118,17302,9676,0.05,865,5,1,"6,754.90","10,547.10",,,
DO-4811,12/4/2022,12/9/2022,Second Class,3027-maribeth schnelling,1,United States,USD,New York City,New York,West,electronics,Phones,wilson signalboost 841262 db pro amplifier kit,214,76,160,16264,12160,0.05,813,1,3,"3,286.80","12,977.20",,,
DO-4812,12/4/2022,12/10/2022,Second Class,3027-maribeth schnelling,1,United States,USD,New York City,New York,West,stationary & office items,Envelopes,wausau papers astrobrights colored envelopes,217,64,196,13888,12544,0.05,694,4,2,643.6,"13,244.40",,,
DO-4813,12/4/2022,12/10/2022,Second Class,3027-maribeth schnelling,1,United States,USD,New York City,New York,West,home & lifestyle,Chairs,"global armless task chair, royal blue",204,88,142,17952,12496,0.03,539,2,4,"4,911.44","13,040.56",,,
DO-4814,12/4/2022,12/9/2022,Standard,3278-michael stewart,3,United States,USD,Springfield,Missouri,West,stationary & office items,Paper,xerox 1881,212,68,134,14416,9112,0.04,577,5,4,"4,718.36","9,697.64",,,
